contexto,lacuna,gabarito,classificacao,correcao
[LACUNA] um erro fatal para os jacarés,foi,Foi,verbo,exata
"Mas eles [LACUNA] ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",eram,eram,verbo,exata
"Mas eles eram ferozes como seus ancestrais e os pais das crianças [LACUNA] os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",jogaram,despejaram,verbo,aceitavel
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e [LACUNA] a descarga, com medo de que seus filhos se machucassem",deram,puxaram,verbo,aceitavel
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se [LACUNA]",machucasem,machucassem,verbo,aceitavel
"[LACUNA] um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se reproduziram durante anos",Aconteceu,Foi,verbo,aceitavel
"Foi um erro fatal, centenas de jacarés [LACUNA] e moraram no esgoto da cidade, assim se reproduziram durante anos",deseram,sobreviveram,verbo,aceitavel
"Foi um erro fatal, centenas de jacarés sobreviveram e [LACUNA] no esgoto da cidade, assim se reproduziram durante anos",pararam,moraram,verbo,classe_correta
"Foi um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se [LACUNA] durante anos",foi,reproduziram,verbo,classe_correta
"Cada geração [LACUNA] de tamanho, no fim, ficaram muito maiores que crocodilos",mudava,aumentava,verbo,aceitavel
"Cada geração aumentava de tamanho, no fim, [LACUNA] muito maiores que crocodilos",ficaram,ficaram,verbo,exata
"Quando as autoridades [LACUNA], já era tarde",perceberam,souberam,verbo,aceitavel
"Quando as autoridades souberam, já [LACUNA] tarde",era,era,verbo,exata
Milhões de jacarés gigantescos [LACUNA] as ruas num ataque surpresa e comeram a maior parte da população,foram,tomaram,verbo,classe_correta
Milhões de jacarés gigantescos tomaram as ruas num ataque surpresa e [LACUNA] a maior parte da população,mataram,comeram,verbo,aceitavel
Mais espantoso ainda [LACUNA] que os jacarés incorporaram a personalidade daqueles que devoravam,foi,foi,verbo,exata
Mais espantoso ainda foi que os jacarés [LACUNA] a personalidade daqueles que devoravam,tinha,incorporaram,verbo,classe_correta
Mais espantoso ainda foi que os jacarés incorporaram a personalidade daqueles que [LACUNA],-,devoravam,-,incorreta
"De modo que a estrutura da cidade não [LACUNA] muito, só que eram jacarés que dominavam a cidade no lugar de seres humanos",aguentou,mudou,verbo,classe_correta
"De modo que a estrutura da cidade não mudou muito, só que [LACUNA] jacarés que dominavam a cidade no lugar de seres humanos",os,eram,artigo definido,incorreta
"De modo que a estrutura da cidade não mudou muito, só que eram jacarés que [LACUNA] a cidade no lugar de seres humanos",tomaram,dominavam,verbo,aceitavel
Alguns humanos [LACUNA],Fugiram,sobreviveram,verbo,classe_correta
Os jacarés que [LACUNA] os cientistas especializados em genética começaram a fazer experiências com suas cobaias humanas,eram,devoraram,verbo ,classe_correta
Os jacarés que devoraram os cientistas especializados em genética [LACUNA] a fazer experiências com suas cobaias humanas,criaram,começaram,verbo ,classe_correta
Os jacarés que devoraram os cientistas especializados em genética começaram a [LACUNA] experiências com suas cobaias humanas,ultima,fazer,nome substantivo,incorreta
"Eles [LACUNA] nos laboratórios homenzinhos com vinte centímetros de altura, e os venderam como brinquedos para os filhotes de jacarés",criaram,reproduziram,verbo,aceitavel
"Eles reproduziram nos laboratórios homenzinhos com vinte centímetros de altura, e os [LACUNA] como brinquedos para os filhotes de jacarés",venderam,venderam,verbo,exata
Mas os minúsculos seres não [LACUNA] a ferocidade de seus ancestrais e começaram a agredir seus donos com lanças improvisadas,tinha,perderam,verbo,classe_correta
Mas os minúsculos seres não perderam a ferocidade de seus ancestrais e [LACUNA] a agredir seus donos com lanças improvisadas,comecaram,começaram,verbo,aceitavel
Mas os minúsculos seres não perderam a ferocidade de seus ancestrais e começaram a [LACUNA] seus donos com lanças improvisadas,matar,agredir,verbo,aceitavel
"Os jacarés [LACUNA] receio de que seus filhos se machucassem, por isso pegaram os homenzinhos e os despejaram nos vasos sanitários",com,tiveram,preposição,incorreta
"Os jacarés tiveram receio de que seus filhos se [LACUNA], por isso pegaram os homenzinhos e os despejaram nos vasos sanitários",machucasem,machucassem,verbo,aceitavel
"Os jacarés tiveram receio de que seus filhos se machucassem, por isso [LACUNA] os homenzinhos e os despejaram nos vasos sanitários",pegaram,pegaram,verbo,exata
"Os jacarés tiveram receio de que seus filhos se machucassem, por isso pegaram os homenzinhos e os [LACUNA] nos vasos sanitários",jogaram,despejaram,verbo,aceitavel
E [LACUNA] a descarga,deram,puxaram,verbo,aceitavel
[LACUNA] um erro fatal para os jacarés,Aconteceu,Foi,verbo,aceitavel
"Mas eles [LACUNA] ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",são,eram,verbo,aceitavel
"Mas eles eram ferozes como seus ancestrais e os pais das crianças [LACUNA] os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",tem,despejaram,verbo,classe_correta
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e [LACUNA] a descarga, com medo de que seus filhos se machucassem",usam,puxaram,verbo,aceitavel
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se [LACUNA]",assustem,machucassem,verbo,classe_correta
"[LACUNA] um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se reproduziram durante anos",com,Foi,preposição,incorreta
"Foi um erro fatal, centenas de jacarés [LACUNA] e moraram no esgoto da cidade, assim se reproduziram durante anos",pequenos,sobreviveram,adjetivo,incorreta
"Foi um erro fatal, centenas de jacarés sobreviveram e [LACUNA] no esgoto da cidade, assim se reproduziram durante anos",grandes,moraram,adjetivo,incorreta
"Foi um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se [LACUNA] durante anos",acustumam,reproduziram,verbo,classe_correta
"Cada geração [LACUNA] de tamanho, no fim, ficaram muito maiores que crocodilos",jacare,aumentava,nome substantivo,incorreta
"Cada geração aumentava de tamanho, no fim, [LACUNA] muito maiores que crocodilos",jacarés,ficaram,nome substantivo,incorreta
"Quando as autoridades [LACUNA], já era tarde",chegam,souberam,verbo,classe_correta
"Quando as autoridades souberam, já [LACUNA] tarde",é,era,verbo,aceitavel
Milhões de jacarés gigantescos [LACUNA] as ruas num ataque surpresa e comeram a maior parte da população,estão,tomaram,verbo,classe_correta
Milhões de jacarés gigantescos tomaram as ruas num ataque surpresa e [LACUNA] a maior parte da população,atacam,comeram,verbo,aceitavel
Mais espantoso ainda [LACUNA] que os jacarés incorporaram a personalidade daqueles que devoravam,são,foi,verbo,aceitavel
Mais espantoso ainda foi que os jacarés [LACUNA] a personalidade daqueles que devoravam,tem,incorporaram,verbo,classe_correta
Mais espantoso ainda foi que os jacarés incorporaram a personalidade daqueles que [LACUNA],grandes,devoravam,adjetivo,incorreta
"De modo que a estrutura da cidade não [LACUNA] muito, só que eram jacarés que dominavam a cidade no lugar de seres humanos",tem,mudou,verbo,classe_correta
"De modo que a estrutura da cidade não mudou muito, só que [LACUNA] jacarés que dominavam a cidade no lugar de seres humanos",os,eram,artigo definido,incorreta
"De modo que a estrutura da cidade não mudou muito, só que eram jacarés que [LACUNA] a cidade no lugar de seres humanos",atacam,dominavam,verbo,aceitavel
Alguns humanos [LACUNA],correm,sobreviveram,verbo,classe_correta
Os jacarés que [LACUNA] os cientistas especializados em genética começaram a fazer experiências com suas cobaias humanas,mordem,devoraram,verbo ,classe_correta
Os jacarés que devoraram os cientistas especializados em genética [LACUNA] a fazer experiências com suas cobaias humanas,pequenos,começaram,adjetivo,incorreta
Os jacarés que devoraram os cientistas especializados em genética começaram a [LACUNA] experiências com suas cobaias humanas,grandes,fazer,adjetivo,incorreta
"Eles [LACUNA] nos laboratórios homenzinhos com vinte centímetros de altura, e os venderam como brinquedos para os filhotes de jacarés",ficam,reproduziram,verbo,classe_correta
"Eles reproduziram nos laboratórios homenzinhos com vinte centímetros de altura, e os [LACUNA] como brinquedos para os filhotes de jacarés",alimentaram,venderam,verbo,incorreta
Mas os minúsculos seres não [LACUNA] a ferocidade de seus ancestrais e começaram a agredir seus donos com lanças improvisadas,são,perderam,verbo,classe_correta
Mas os minúsculos seres não perderam a ferocidade de seus ancestrais e [LACUNA] a agredir seus donos com lanças improvisadas,jacarezinho,começaram,nome substantivo,incorreta
Mas os minúsculos seres não perderam a ferocidade de seus ancestrais e começaram a [LACUNA] seus donos com lanças improvisadas,jacare,agredir,nome substantivo,incorreta
"Os jacarés [LACUNA] receio de que seus filhos se machucassem, por isso pegaram os homenzinhos e os despejaram nos vasos sanitários",grandes,tiveram,adjetivo,incorreta
"Os jacarés tiveram receio de que seus filhos se [LACUNA], por isso pegaram os homenzinhos e os despejaram nos vasos sanitários",assustem,machucassem,verbo,classe_correta
"Os jacarés tiveram receio de que seus filhos se machucassem, por isso [LACUNA] os homenzinhos e os despejaram nos vasos sanitários",se,pegaram,conjunção condicional,incorreta
"Os jacarés tiveram receio de que seus filhos se machucassem, por isso pegaram os homenzinhos e os [LACUNA] nos vasos sanitários",jacares,despejaram,nome substantivo,incorreta
E [LACUNA] a descarga,se,puxaram,conjunção aditiva,incorreta
[LACUNA] um erro fatal para os jacarés,descer,Foi,verbo,aceitavel
"Mas eles [LACUNA] ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",eram,eram,verbo,exata
"Mas eles eram ferozes como seus ancestrais e os pais das crianças [LACUNA] os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",jogavam,despejaram,verbo,aceitavel
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e [LACUNA] a descarga, com medo de que seus filhos se machucassem",devão,puxaram,verbo,aceitavel
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se [LACUNA]",machucasem,machucassem,verbo,aceitavel
"[LACUNA] um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se reproduziram durante anos",era,Foi,verbo,aceitavel
"Foi um erro fatal, centenas de jacarés [LACUNA] e moraram no esgoto da cidade, assim se reproduziram durante anos",jogado,sobreviveram,adjetivo,incorreta
"Foi um erro fatal, centenas de jacarés sobreviveram e [LACUNA] no esgoto da cidade, assim se reproduziram durante anos",soltos,moraram,adjetivo,incorreta
"Foi um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se [LACUNA] durante anos",passou,reproduziram,verbo,classe_correta
"Cada geração [LACUNA] de tamanho, no fim, ficaram muito maiores que crocodilos",mudava,aumentava,verbo,aceitavel
"Cada geração aumentava de tamanho, no fim, [LACUNA] muito maiores que crocodilos",ficou,ficaram,verbo,aceitavel
"Quando as autoridades [LACUNA], já era tarde",foi,souberam,verbo,classe_correta
"Quando as autoridades souberam, já [LACUNA] tarde",era,era,verbo,exata
Milhões de jacarés gigantescos [LACUNA] as ruas num ataque surpresa e comeram a maior parte da população,passavam,tomaram,verbo,classe_correta
Milhões de jacarés gigantescos tomaram as ruas num ataque surpresa e [LACUNA] a maior parte da população,comia,comeram,verbo,aceitavel
Mais espantoso ainda [LACUNA] que os jacarés incorporaram a personalidade daqueles que devoravam,é,foi,verbo,aceitavel
Mais espantoso ainda foi que os jacarés [LACUNA] a personalidade daqueles que devoravam,tinha,incorporaram,verbo,classe_correta
Mais espantoso ainda foi que os jacarés incorporaram a personalidade daqueles que [LACUNA],crocodilos,devoravam,nome substantivo,incorreta
"De modo que a estrutura da cidade não [LACUNA] muito, só que eram jacarés que dominavam a cidade no lugar de seres humanos",ficou,mudou,verbo,classe_correta
"De modo que a estrutura da cidade não mudou muito, só que [LACUNA] jacarés que dominavam a cidade no lugar de seres humanos",os,eram,artigo definido,incorreta
"De modo que a estrutura da cidade não mudou muito, só que eram jacarés que [LACUNA] a cidade no lugar de seres humanos",tomavam,dominavam,verbo,aceitavel
Alguns humanos [LACUNA],morreram,sobreviveram,verbo,classe_correta
Os jacarés que [LACUNA] os cientistas especializados em genética começaram a fazer experiências com suas cobaias humanas,foram,devoraram,verbo ,classe_correta
Os jacarés que devoraram os cientistas especializados em genética [LACUNA] a fazer experiências com suas cobaias humanas,sedo,começaram,advérbio,incorreta
Os jacarés que devoraram os cientistas especializados em genética começaram a [LACUNA] experiências com suas cobaias humanas,maior,fazer,advérbio,incorreta
