contexto,lacuna,gabarito,classificacao,correcao,pontuacao_nlpcloze,correcao_nlpcloze
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",estava,estava,verbo,exata,1.0,exata
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo [LACUNA] perto da casa dele e por pouco a família escapou",que,caiu,conjunção integrativa,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família [LACUNA]",morre,escapou,verbo,classe_correta,1.0,aceitavel
"E [LACUNA] o avião incendiado, o piloto gritando por socorro",na,descreveu,contração,incorreta,0.0,incorreta
"[LACUNA] quando chegou à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",onde,Foi,advérbio de lugar,incorreta,0.0,incorreta
"Foi quando [LACUNA] à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",que,chegou,conjunção integrativa,incorreta,0.0,incorreta
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",estava,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],acreditou,riu,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",ficou,disse,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",era,era,verbo,exata,1.0,exata
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",que,vira,conjunção integrativa,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",caiu,cair,verbo,aceitavel,1.0,grafia_incorreta
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",falam,lembro,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",o,concluo,artigo definido,incorreta,0.0,incorreta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",acreditava,mentiu,verbo,classe_correta,0.5,classe_correta
"Ele, realmente, [LACUNA] a queda do avião",sabia,vira,verbo,classe_correta,0.5,classe_correta
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",caiu,caíra,verbo,aceitavel,1.0,aceitavel
"Para ele, o avião caíra e [LACUNA], e tudo o mais",sobreviveu,incendiara,verbo,classe_correta,0.0,incorreta
"E ele [LACUNA] no que dizia, porque era um ficcionista",acreditava,acreditava,verbo,exata,1.0,exata
"E ele acreditava no que [LACUNA], porque era um ficcionista",falava,dizia,verbo,aceitavel,1.0,aceitavel
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",real,era,adjetivo,incorreta,0.0,incorreta
"Naquele momento, [LACUNA] apenas de lápis e papel",são,precisava,verbo,classe_correta,0.5,classe_correta
"[LACUNA] um escritor, se escrevesse o que dizia",onde,Seria,pronome relativo,incorreta,0.0,incorreta
"Seria um escritor, se [LACUNA] o que dizia",expressa,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",acredita,dizia,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA] que ele era mentiroso,via,sabia,verbo,classe_correta,1.0,aceitavel
Todo mundo sabia que ele [LACUNA] mentiroso,era,era,verbo,exata,1.0,exata
"Uma vez, o rádio [LACUNA] uma notícia alarmante",tinha,deu,verbo,classe_correta,1.0,aceitavel
Um avião em dificuldades [LACUNA] a cidade,com,sobrevoava,preposição,incorreta,0.0,incorreta
[LACUNA] a qualquer momento,e,Cairia,conjunção aditiva,incorreta,0.0,incorreta
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",Então,Fomos,advérbio de tempo,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",também,conversávamos,advérbio de inclusão,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",viu,apareceu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",ficou,disse,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",tava,estava,verbo,aceitavel,1.0,aceitavel
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo [LACUNA] perto da casa dele e por pouco a família escapou",foi,caiu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família [LACUNA]",norreu,escapou,verbo,classe_correta,1.0,aceitavel
"E [LACUNA] o avião incendiado, o piloto gritando por socorro",quando,descreveu,conjunção integrativa,incorreta,0.0,incorreta
"[LACUNA] quando chegou à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",e,Foi,conjunção aditiva,incorreta,0.0,incorreta
"Foi quando [LACUNA] à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",tava,chegou,verbo,classe_correta,0.5,classe_correta
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",tinha,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],vivo,riu,verbo,classe_correta,0.0,incorreta
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",tinha,disse,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",avia,era,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",quando,vira,conjunção temporal,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",caiu,cair,verbo,aceitavel,1.0,grafia_incorreta
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",avia,lembro,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",foi,concluo,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",sabia,mentiu,verbo,classe_correta,0.5,classe_correta
"Ele, realmente, [LACUNA] a queda do avião",foi,vira,verbo,classe_correta,0.5,classe_correta
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",quebrou,caíra,verbo,classe_correta,0.5,classe_correta
"Para ele, o avião caíra e [LACUNA], e tudo o mais",queimou,incendiara,verbo,aceitavel,0.0,incorreta
"E ele [LACUNA] no que dizia, porque era um ficcionista",tava,acreditava,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que [LACUNA], porque era um ficcionista",foi,dizia,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",tava,era,verbo,classe_correta,0.5,classe_correta
"Naquele momento, [LACUNA] apenas de lápis e papel",tinha,precisava,verbo,classe_correta,0.5,classe_correta
"[LACUNA] um escritor, se escrevesse o que dizia",e,Seria,conjunção aditiva,incorreta,0.0,incorreta
"Seria um escritor, se [LACUNA] o que dizia",refiriu,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",aconteceu,dizia,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA] que ele era mentiroso,achava,sabia,verbo,classe_correta,1.0,aceitavel
Todo mundo sabia que ele [LACUNA] mentiroso,era,era,verbo,exata,1.0,exata
"Uma vez, o rádio [LACUNA] uma notícia alarmante",deu,deu,verbo,exata,1.0,exata
Um avião em dificuldades [LACUNA] a cidade,para,sobrevoava,preposição,incorreta,0.0,incorreta
[LACUNA] a qualquer momento,em,Cairia,preposição,incorreta,0.0,incorreta
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",ele,Fomos,pronome pessoal,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",falaram,conversávamos,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",escutou,apareceu,verbo,classe_correta,0.5,classe_correta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",eles,disse,pronome pessoal,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",ia,estava,verbo,classe_correta,1.0,aceitavel
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo [LACUNA] perto da casa dele e por pouco a família escapou",para,caiu,preposição,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família [LACUNA]",dele,escapou,contração,incorreta,0.0,incorreta
"E [LACUNA] o avião incendiado, o piloto gritando por socorro",quase,descreveu,advérbio de intensidade,incorreta,0.0,incorreta
"[LACUNA] quando chegou à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",mentiroso,Foi,adjetivo,incorreta,0.0,incorreta
"Foi quando [LACUNA] à sala um colega muito apressado, com a notícia de que o avião aterrissara são e salvo há pouco tempo",viu,chegou,verbo,classe_correta,0.5,classe_correta
"Foi quando chegou à sala um colega muito apressado, com a notícia de que o avião [LACUNA] são e salvo há pouco tempo",foi,aterrissara,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA],gritou,riu,verbo,classe_correta,1.0,aceitavel
"Todo mundo, menos o mentiroso que [LACUNA] incrédulo e irritado que não era verdade porque vira o avião cair",ficou,disse,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não [LACUNA] verdade porque vira o avião cair",havia,era,verbo,classe_correta,0.5,classe_correta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque [LACUNA] o avião cair",ele,vira,pronome pessoal,incorreta,0.0,incorreta
"Todo mundo, menos o mentiroso que disse incrédulo e irritado que não era verdade porque vira o avião [LACUNA]",caiu,cair,verbo,aceitavel,1.0,grafia_incorreta
"Agora, quando [LACUNA] desse fato, concluo que ele não mentiu",depois,lembro,advérbio de tempo,incorreta,0.0,incorreta
"Agora, quando lembro desse fato, [LACUNA] que ele não mentiu",falou,concluo,verbo,classe_correta,0.5,classe_correta
"Agora, quando lembro desse fato, concluo que ele não [LACUNA]",menteria,mentiu,verbo,classe_correta,0.0,incorreta
"Ele, realmente, [LACUNA] a queda do avião",mentiu,vira,verbo,classe_correta,0.5,classe_correta
"Para ele, o avião [LACUNA] e incendiara, e tudo o mais",familia,caíra,nome substantivo,incorreta,0.0,incorreta
"Para ele, o avião caíra e [LACUNA], e tudo o mais",pessoas,incendiara,nome substantivo,incorreta,0.5,classe_correta
"E ele [LACUNA] no que dizia, porque era um ficcionista",triste,acreditava,adjetivo,incorreta,0.0,incorreta
"E ele acreditava no que [LACUNA], porque era um ficcionista",havia,dizia,verbo,classe_correta,0.5,classe_correta
"E ele acreditava no que dizia, porque [LACUNA] um ficcionista",aquele,era,pronome demonstrativo,incorreta,0.0,incorreta
"Naquele momento, [LACUNA] apenas de lápis e papel",parou,precisava,verbo,classe_correta,0.5,classe_correta
"[LACUNA] um escritor, se escrevesse o que dizia",e,Seria,conjunção aditiva,incorreta,0.0,incorreta
"Seria um escritor, se [LACUNA] o que dizia",vagloriou,escrevesse,verbo,classe_correta,0.5,classe_correta
"Seria um escritor, se escrevesse o que [LACUNA]",tinha,dizia,verbo,classe_correta,0.5,classe_correta
Todo mundo [LACUNA] que ele era mentiroso,sabia,sabia,verbo,exata,1.0,exata
Todo mundo sabia que ele [LACUNA] mentiroso,era,era,verbo,exata,1.0,exata
"Uma vez, o rádio [LACUNA] uma notícia alarmante",notificou,deu,verbo,classe_correta,1.0,aceitavel
Um avião em dificuldades [LACUNA] a cidade,direcionava,sobrevoava,verbo,classe_correta,0.5,classe_correta
[LACUNA] a qualquer momento,cairia,Cairia,verbo,exata,1.0,exata
"[LACUNA] para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",Fui,Fomos,verbo,classe_correta,1.0,aceitavel
"Fomos para o colégio preocupados naquele dia e [LACUNA] sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",receosso,conversávamos,adjetivo,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando [LACUNA] o mentiroso e disse horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",chegou,apareceu,verbo,aceitavel,1.0,aceitavel
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e [LACUNA] horrorizado que o avião que estava em perigo caiu perto da casa dele e por pouco a família escapou",muito,disse,advérbio de intensidade,incorreta,0.0,incorreta
"Fomos para o colégio preocupados naquele dia e conversávamos sobre o assunto, quando apareceu o mentiroso e disse horrorizado que o avião que [LACUNA] em perigo caiu perto da casa dele e por pouco a família escapou",caiu,estava,verbo,classe_correta,0.5,classe_correta
